AccX1,AccY1,AccZ1,GyrX1,GyrY1,GyrZ1,AccX2,AccY2,AccZ2,GyrX2,GyrY2,GyrZ2,AccX3,AccY3,AccZ3,GyrX3,GyrY3,GyrZ3,AccX4,AccY4,AccZ4,GyrX4,GyrY4,GyrZ4,AccX5,AccY5,AccZ5,GyrX5,GyrY5,GyrZ5,AccX6,AccY6,AccZ6,GyrX6,GyrY6,GyrZ6,AccX7,AccY7,AccZ7,GyrX7,GyrY7,GyrZ7,AccX8,AccY8,AccZ8,GyrX8,GyrY8,GyrZ8,AccX9,AccY9,AccZ9,GyrX9,GyrY9,GyrZ9,AccX10,AccY10,AccZ10,GyrX10,GyrY10,GyrZ10,AccX11,AccY11,AccZ11,GyrX11,GyrY11,GyrZ11,AccX12,AccY12,AccZ12,GyrX12,GyrY12,GyrZ12,AccX13,AccY13,AccZ13,GyrX13,GyrY13,GyrZ13,AccX14,AccY14,AccZ14,GyrX14,GyrY14,GyrZ14,AccX15,AccY15,AccZ15,GyrX15,GyrY15,GyrZ15,AccX16,AccY16,AccZ16,GyrX16,GyrY16,GyrZ16,AccX17,AccY17,AccZ17,GyrX17,GyrY17,GyrZ17,AccX18,AccY18,AccZ18,GyrX18,GyrY18,GyrZ18,AccX19,AccY19,AccZ19,GyrX19,GyrY19,GyrZ19,AccX20,AccY20,AccZ20,GyrX20,GyrY20,GyrZ20,AccX21,AccY21,AccZ21,GyrX21,GyrY21,GyrZ21,AccX22,AccY22,AccZ22,GyrX22,GyrY22,GyrZ22,AccX23,AccY23,AccZ23,GyrX23,GyrY23,GyrZ23,AccX24,AccY24,AccZ24,GyrX24,GyrY24,GyrZ24,AccX25,AccY25,AccZ25,GyrX25,GyrY25,GyrZ25,AccX26,AccY26,AccZ26,GyrX26,GyrY26,GyrZ26,AccX27,AccY27,AccZ27,GyrX27,GyrY27,GyrZ27,AccX28,AccY28,AccZ28,GyrX28,GyrY28,GyrZ28,AccX29,AccY29,AccZ29,GyrX29,GyrY29,GyrZ29,AccX30,AccY30,AccZ30,GyrX30,GyrY30,GyrZ30,AccX31,AccY31,AccZ31,GyrX31,GyrY31,GyrZ31,AccX32,AccY32,AccZ32,GyrX32,GyrY32,GyrZ32,AccX33,AccY33,AccZ33,GyrX33,GyrY33,GyrZ33,AccX34,AccY34,AccZ34,GyrX34,GyrY34,GyrZ34,AccX35,AccY35,AccZ35,GyrX35,GyrY35,GyrZ35,AccX36,AccY36,AccZ36,GyrX36,GyrY36,GyrZ36,AccX37,AccY37,AccZ37,GyrX37,GyrY37,GyrZ37,AccX38,AccY38,AccZ38,GyrX38,GyrY38,GyrZ38,AccX39,AccY39,AccZ39,GyrX39,GyrY39,GyrZ39,AccX40,AccY40,AccZ40,GyrX40,GyrY40,GyrZ40,Label
37,38,35,51,52,39,37,38,36,46,53,41,37,37,37,46,51,41,38,37,37,45,53,41,38,37,37,43,51,41,38,37,38,39,48,43,38,37,38,39,43,39,38,37,38,39,39,39,37,37,38,37,28,39,37,37,38,33,24,38,37,37,37,35,22,35,37,37,37,36,23,38,37,37,37,33,26,38,37,37,37,37,33,38,37,37,37,39,37,38,37,37,37,41,40,39,37,37,37,40,41,39,37,37,37,40,44,39,37,37,37,39,45,43,37,37,37,42,45,39,37,37,37,39,45,41,37,37,37,41,45,41,37,37,37,42,43,41,37,37,37,41,42,39,37,37,37,41,41,40,37,37,37,40,41,39,37,37,37,40,40,40,37,37,37,40,39,39,37,37,37,40,40,39,37,37,37,39,39,40,37,37,37,40,39,39,37,37,37,40,40,40,37,37,37,39,40,40,37,37,37,39,40,39,37,37,37,40,40,40,37,37,37,40,39,39,37,37,37,39,40,40,37,37,37,40,39,39,37,37,37,39,40,40,37,37,37,40,39,39,left
39,36,37,57,95,48,38,37,38,50,66,46,38,37,38,44,53,43,38,37,38,42,44,41,38,37,38,40,40,41,37,37,38,34,24,39,37,37,37,32,22,36,37,37,37,36,24,35,37,37,37,34,28,38,37,37,36,37,31,37,37,38,37,39,38,38,37,37,37,41,42,40,37,37,37,38,44,41,37,37,37,41,45,40,37,37,37,41,46,41,37,37,37,42,45,40,37,37,37,41,44,41,37,37,37,42,43,40,37,37,37,40,42,40,37,37,37,40,41,40,37,37,37,40,40,40,37,37,37,40,40,39,37,37,37,39,40,40,37,37,37,40,40,39,37,37,37,39,40,40,37,37,37,40,39,39,37,37,37,39,40,40,37,37,37,40,39,39,37,37,37,39,40,40,37,37,37,40,39,39,37,37,37,39,40,40,37,37,37,40,39,39,37,37,37,39,40,40,37,37,37,40,39,39,37,37,37,39,40,40,37,37,37,40,39,39,37,37,37,39,40,40,37,37,37,40,39,39,37,37,37,40,40,40,37,37,37,39,40,40,left
38,38,35,50,62,41,38,37,36,47,59,43,38,37,37,44,58,42,38,37,38,45,52,43,38,37,38,40,47,41,38,37,38,41,42,41,38,37,39,38,33,38,37,37,38,36,25,39,37,37,37,34,23,37,37,37,37,38,25,35,37,37,37,36,26,36,37,37,36,36,31,37,37,37,37,40,38,38,37,37,37,39,41,41,37,37,37,40,42,39,37,37,37,38,43,41,37,37,37,40,43,40,37,37,37,39,44,41,37,37,37,41,44,39,37,37,37,40,44,42,37,37,37,42,43,39,37,37,37,40,43,41,37,37,37,41,41,40,37,37,37,40,40,40,37,37,37,40,40,40,37,37,37,40,40,39,37,37,37,39,39,40,37,37,37,40,39,39,37,37,37,40,39,40,37,37,37,40,40,40,37,37,37,40,40,40,37,37,37,40,40,40,37,37,37,40,40,40,37,37,37,40,40,39,37,37,37,40,40,40,37,37,37,40,40,39,37,37,37,40,40,40,37,37,37,40,40,40,37,37,37,40,40,40,37,37,37,39,40,40,left
39,36,38,56,92,48,38,37,38,49,64,46,38,37,38,42,52,43,38,37,38,42,45,41,38,37,38,40,41,41,37,37,38,35,26,39,37,37,37,34,25,37,37,37,37,38,26,35,37,37,37,36,28,37,37,37,37,37,31,37,37,38,37,38,36,38,37,37,37,40,38,38,37,38,37,37,41,40,37,37,37,39,42,39,37,37,37,41,43,42,37,37,37,41,44,40,37,37,37,39,44,40,37,37,37,42,42,43,37,37,37,41,43,39,37,37,37,40,43,41,37,37,37,41,42,40,37,37,37,41,42,40,37,37,37,40,41,40,37,37,37,40,40,40,37,37,37,39,40,40,37,37,37,40,39,39,37,37,37,39,39,40,37,37,37,40,39,39,37,37,37,39,40,40,37,37,37,40,40,39,37,37,37,39,40,39,37,37,37,40,40,39,37,37,37,40,40,40,37,37,37,39,39,40,37,37,37,40,40,39,37,37,37,40,40,40,37,37,37,40,40,40,37,37,37,40,40,39,37,37,37,40,40,40,37,37,37,39,40,39,left
37,38,35,47,49,40,37,38,36,47,51,41,37,37,37,44,52,42,38,37,37,44,52,41,38,37,37,45,52,41,38,37,38,44,48,42,38,37,38,38,42,43,38,37,38,39,36,39,37,37,38,37,30,38,37,37,38,32,24,40,37,37,37,31,23,36,37,37,37,36,26,34,37,38,37,34,29,38,37,38,37,37,32,37,37,38,37,40,37,38,37,38,37,40,41,40,37,37,37,40,42,42,37,37,37,41,43,40,37,37,37,41,43,41,37,37,37,40,43,41,37,37,37,41,42,39,37,37,37,40,43,40,37,37,37,41,43,40,37,37,37,41,43,40,37,37,37,40,42,40,37,37,37,41,42,39,37,37,37,40,41,40,37,37,37,40,40,39,37,37,37,39,40,40,37,37,37,40,39,39,37,37,37,39,40,40,37,37,37,40,39,39,37,37,37,39,40,40,37,37,37,40,39,39,37,37,37,40,40,40,37,37,37,40,40,39,37,37,37,39,40,40,37,37,37,40,39,39,37,37,37,39,40,40,37,37,37,40,39,39,left
37,38,35,51,51,39,37,38,36,47,54,42,38,37,37,45,53,42,38,37,37,45,52,42,38,37,37,43,50,41,38,37,38,39,46,43,38,37,38,39,42,40,38,37,38,39,37,40,37,37,38,36,31,40,37,37,38,34,26,36,37,37,37,36,26,34,37,37,37,35,26,39,37,37,37,35,28,36,37,38,37,37,33,37,37,37,37,40,38,39,37,37,37,39,41,40,37,37,37,42,41,39,37,37,37,38,41,41,37,37,37,41,40,39,37,37,37,38,41,42,37,37,37,41,40,38,37,37,37,38,41,42,37,37,37,41,40,39,37,37,37,39,41,41,37,37,37,41,41,39,37,37,37,40,43,40,37,37,37,41,43,40,37,37,37,41,43,40,37,37,37,41,42,40,37,37,37,40,41,40,37,37,37,40,40,40,37,37,37,40,39,39,37,37,37,39,40,40,37,37,37,40,40,39,37,37,37,39,40,40,37,37,37,40,39,39,37,37,37,39,40,40,37,37,37,40,40,39,37,37,37,39,40,40,37,37,37,40,39,39,left
39,37,38,49,77,48,38,37,38,43,57,44,38,37,38,41,48,42,38,37,38,42,44,40,38,37,38,40,40,41,37,37,38,37,29,38,37,37,37,37,28,38,37,37,37,38,29,37,37,37,37,36,30,38,37,37,37,38,33,38,37,37,37,37,36,39,37,37,37,40,38,39,37,37,37,37,38,40,37,37,37,40,40,38,37,37,37,38,41,41,37,37,37,41,42,39,37,37,37,38,43,40,37,37,37,42,44,40,37,37,37,39,43,40,37,37,37,41,43,40,37,37,37,40,43,41,37,37,37,42,43,39,37,37,37,40,42,40,37,37,37,40,41,40,37,37,37,40,40,39,37,37,37,40,40,40,37,37,37,40,39,39,37,37,37,40,40,39,37,37,37,40,40,40,37,37,37,40,39,39,37,37,37,40,40,39,37,37,37,40,40,40,37,37,37,39,40,40,37,37,37,40,40,39,37,37,37,40,40,39,37,37,37,40,40,40,37,37,37,40,40,39,37,37,37,40,40,40,37,37,37,39,40,40,37,37,37,40,40,40,left
39,37,38,56,87,51,38,37,38,44,60,45,38,37,38,41,53,42,38,37,38,41,49,41,38,37,38,40,45,43,37,37,38,39,31,38,37,37,38,36,27,36,37,37,37,36,25,38,37,37,37,37,26,38,37,37,37,37,28,36,37,37,37,35,32,39,37,37,37,40,37,38,37,37,37,41,40,39,37,37,37,40,40,40,37,37,37,40,40,39,37,37,37,40,42,40,37,37,37,41,42,39,37,37,37,40,43,40,37,37,37,41,44,40,37,37,37,40,44,42,37,37,37,41,44,39,37,37,37,40,44,42,37,37,37,41,42,39,37,37,37,40,41,41,37,37,37,40,40,39,37,37,37,39,40,40,37,37,37,40,39,39,37,37,37,39,40,40,37,37,37,40,39,39,37,37,37,40,39,40,37,37,37,40,39,40,37,37,37,39,40,39,37,37,37,39,39,40,37,37,37,40,39,39,37,37,37,39,40,39,37,37,37,40,39,40,37,37,37,39,40,40,37,37,37,40,40,39,37,37,37,39,40,40,37,37,37,40,39,39,left
39,37,38,50,85,50,38,37,38,46,61,47,38,37,38,41,52,44,38,37,38,42,44,41,38,37,38,41,39,41,37,37,38,36,27,38,37,37,37,36,26,37,37,37,37,37,27,35,37,37,37,36,29,36,37,37,37,36,32,38,37,37,37,40,36,37,37,37,37,38,39,40,37,37,37,42,40,38,37,37,37,38,42,41,37,37,37,42,43,39,37,37,37,38,44,43,37,37,37,42,44,39,37,37,37,38,44,43,37,37,37,43,43,39,37,37,37,39,43,43,37,37,37,42,42,38,37,37,37,39,42,41,37,37,37,41,40,40,37,37,37,39,40,40,37,37,37,40,40,39,37,37,37,39,40,40,37,37,37,40,39,39,37,37,37,39,40,40,37,37,37,40,39,39,37,37,37,39,40,40,37,37,37,40,39,39,37,37,37,39,40,40,37,37,37,40,39,39,37,37,37,39,40,40,37,37,37,40,40,39,37,37,37,39,40,40,37,37,37,40,39,39,37,37,37,39,40,39,37,37,37,40,40,40,37,37,37,39,40,40,left
39,37,38,54,92,52,38,37,38,48,64,45,38,37,38,46,53,44,38,37,38,40,44,43,38,37,38,40,40,43,37,37,38,36,25,37,37,37,37,33,24,36,37,37,37,34,26,37,37,37,37,37,30,34,37,38,37,37,33,38,37,37,37,39,37,38,37,38,37,40,40,39,37,37,37,40,40,41,37,37,37,39,41,40,37,37,37,41,42,41,37,37,37,39,43,41,37,37,37,42,42,39,37,37,37,39,43,41,37,37,37,43,44,39,37,37,37,40,43,41,37,37,37,42,43,39,37,37,37,40,42,40,37,37,37,40,41,40,37,37,37,40,40,40,37,37,37,40,40,39,37,37,37,40,40,40,37,37,37,39,40,40,37,37,37,40,39,39,37,37,37,39,39,40,37,37,37,39,39,40,37,37,37,40,40,40,37,37,37,39,40,40,37,37,37,39,39,39,37,37,37,40,40,40,37,37,37,40,39,39,37,37,37,40,40,40,37,37,37,40,40,39,37,37,37,40,40,40,37,37,37,40,39,40,37,37,37,40,40,39,left
