AccX1;AccY1;AccZ1;GyrX1;GyrY1;GyrZ1;AccX2;AccY2;AccZ2;GyrX2;GyrY2;GyrZ2;AccX3;AccY3;AccZ3;GyrX3;GyrY3;GyrZ3;AccX4;AccY4;AccZ4;GyrX4;GyrY4;GyrZ4;AccX5;AccY5;AccZ5;GyrX5;GyrY5;GyrZ5;AccX6;AccY6;AccZ6;GyrX6;GyrY6;GyrZ6;AccX7;AccY7;AccZ7;GyrX7;GyrY7;GyrZ7;AccX8;AccY8;AccZ8;GyrX8;GyrY8;GyrZ8;AccX9;AccY9;AccZ9;GyrX9;GyrY9;GyrZ9;AccX10;AccY10;AccZ10;GyrX10;GyrY10;GyrZ10;AccX11;AccY11;AccZ11;GyrX11;GyrY11;GyrZ11;AccX12;AccY12;AccZ12;GyrX12;GyrY12;GyrZ12;AccX13;AccY13;AccZ13;GyrX13;GyrY13;GyrZ13;AccX14;AccY14;AccZ14;GyrX14;GyrY14;GyrZ14;AccX15;AccY15;AccZ15;GyrX15;GyrY15;GyrZ15;AccX16;AccY16;AccZ16;GyrX16;GyrY16;GyrZ16;AccX17;AccY17;AccZ17;GyrX17;GyrY17;GyrZ17;AccX18;AccY18;AccZ18;GyrX18;GyrY18;GyrZ18;AccX19;AccY19;AccZ19;GyrX19;GyrY19;GyrZ19;AccX20;AccY20;AccZ20;GyrX20;GyrY20;GyrZ20;Label
1;-14;-3;-36;40;31;3;-3;-2;-19;19;4,5;5;-5,333333333;1,333333333;-22,66666667;18;11,33333333;3,25;-2,75;0,5;-3,5;4;-9;1;-1,4;-0,4;-8,2;9,4;1,8;2;0,8;0,8;-0,6;2,2;-10;0,6;-0,4;0,6;-3,4;-0,8;-3;-0,4;2,6;-0,8;9;0;-10,4;-0,2;0;-0,2;-5,8;2,4;8,6;1,4;-0,4;0,6;7,6;-2,6;-8,8;9,4;29,8;-1,2;137,4;77,4;152,8;15,8;22,8;0,4;144;-2,6;382,6;14,4;7,2;-1;201,2;-9,2;482,6;12,2;6,8;-7,2;229,8;-27,4;524,8;11,6;-11,4;-12,6;235,8;24,6;640,4;8;-69,4;-6,4;93;-99,4;298,4;-2,8;-71,8;-4;-100;37,4;-164,8;0,6;-58,8;-0,4;-135,6;23,6;-532,6;1;-46;3,8;-344,8;21,6;-753;-1;-6,2;9,2;-372;-17,8;-943;left
2;31;8;-116;-174;64;-4,5;22,5;2,5;-72;-97;-48,5;-2;31,66666667;2,666666667;-13;-84,33333333;-13;-6,5;22,5;1,5;1,25;-52,5;19,5;-8,8;21,8;-1,2;10,2;-24;47,4;-6,4;22,2;-0,6;47,2;13;82,8;-6,4;24,2;0,6;59,2;23,4;184,2;-6,8;8,2;1,4;69,4;29,6;234,6;-4,8;12,4;1,4;75,6;21,6;229,2;-0,8;6;4,4;94,6;4,4;233,6;-5,4;-3,2;2,4;106,6;5,8;187,6;-3,4;-11,2;1,8;92,6;2;142,8;-4,2;-5,2;0;75,4;10,2;79;-1,6;-10;0,6;65;14;68;-1,4;-8,4;-0,2;33,6;15,6;25,8;1,2;-6,2;-0,2;-5,4;8,8;24,8;1,4;-1,8;-0,6;12,6;5,6;-3,4;1,4;-1,8;-0,4;-3,2;6,6;-1,8;1,6;0,2;0,2;-10,2;4;-4,6;1,2;0;0,4;-11,4;-8,4;-1,6;left
7;160;-7;637;102;276;11;100;-11;412;124,5;835;24,66666667;59,33333333;-10,33333333;485,6666667;33;957,3333333;24;-1;-14;504,5;-9;963,25;14,6;-65,2;-9;236,2;-91,8;524,6;10,6;-83,8;-6,2;-26;-6,4;167;8,6;-96,8;-2,2;-137,6;-21,4;-386,2;-8;-74,8;-0,6;-441,8;15,6;-763,6;-12,2;-16;9,4;-528,4;62,4;-1036,4;-7,4;54,8;9,6;-415,4;85,2;-780,2;-7,4;47;7,2;-232,2;-32;-504,2;-8,4;58,8;6,6;-146,4;-62,6;-171,2;-5,2;39,8;5,6;62,6;-69;-25,4;-4,4;20,4;1;42,2;-90,2;61,2;-6,8;12,8;-3,8;117,4;-15,2;71;-2,8;9;-1,6;12,2;-6,4;107,2;-5,8;10;-1,4;49,6;28;116,4;-4;6,6;1,8;26,2;20,8;151;-6,2;6;1;70,6;41,8;152;-3,4;2,4;3,6;67,6;30,4;182;left
-4;-4;-3;164;5;-38;3,5;-14;-1,5;-35;-11;33,5;2;-7,333333333;-1;13;-2,333333333;4,333333333;2,5;-7;-1;-8,5;-5;15,25;0,6;-5;-1;4,4;3,8;-1,8;3,2;-4;0,8;-41,2;-5,2;7;0,6;1;0,6;7,2;-2;-12,4;-0,4;1,6;-0,8;-1,4;1,6;-1,2;0,2;0,8;0,2;5;3,8;-1,6;1;-0,2;0,4;-1;-8;2,2;0,2;32,8;-4;102,6;59,2;10,2;9;38,6;-3,8;287,4;62;293,6;19,8;16,4;0,8;252,8;-20,6;606,8;14,2;-9,4;-5,6;267,4;-86,8;598,6;14,4;-33,4;-8,2;193,8;-41,2;492,8;15,2;-90,2;-5,2;74,6;-101;317,2;2,8;-100,8;-5,8;-240,4;-73;-282;-10,2;-64,2;-9,6;-371,4;47;-816,4;-4,2;-13,8;2;-471;116,4;-919,8;-7;28,2;8;-325,8;74;-784,2;left
-5;-13;2;-21;-161;92;-9;12,5;-1,5;-5,5;-109,5;50,5;-2,666666667;14;3,666666667;109;-90,66666667;86,66666667;-7,5;8;0;48,5;-79,25;143;-7,2;8,2;-0,8;65,4;-53,8;102,2;-6,4;7,4;-1,8;55,6;-2,6;138;-2;8,8;0;68,8;1,8;147,4;-4,2;4,8;-1,2;9,2;14;224,6;-1,8;4;0,4;89,4;26,2;158,2;-1,2;-3,2;1;49,2;16,2;198;-2,4;-1,6;0,8;80;5,6;136;-3,2;-10,6;0,6;48,6;16,8;127,6;-0,8;-8,6;-0,2;62,4;13,6;23;0,6;-8;0;10,4;5,2;24,4;1,2;-2,6;0,2;1,8;3;-5,4;2,8;0,8;1,2;-2,8;-3,6;-1,2;1,6;0,6;0,6;14,2;-8,8;-6;-0,6;-0,2;-0,4;-12,6;-9,2;-4;-0,8;2,2;-0,2;-11,6;-0,6;-2;0,2;1;0,2;12,6;-1,8;0,2;left
51;295;21;1168;33;1023;29;87,5;3,5;682;49,5;1728;24;4;-8,666666667;347;-105;1241;15,5;-27,25;-21,75;363,75;-47,5;734;19;-59,4;-16,2;191,6;10,8;358,4;3,8;-112,4;-17;-262,2;20,2;-214,4;3;-74,2;-8,4;-367,6;60,6;-856,6;-1,2;-20,6;4,8;-372,4;74,8;-1014,8;-5,2;14,4;17,4;-438;41,4;-859,6;-13,6;52;17,4;-342,2;-24,8;-647,8;-10,4;52,6;13;-60,8;-55,2;-240,8;-13,8;45;5,6;45;-87;-43,4;-11;20,8;0,2;63,6;-38,4;100,6;-6,2;14,4;0;86,2;-32,8;148,8;-6,6;9,6;-2;73;-13,2;184,4;-5,4;8;-0,2;62,6;16,2;178,8;-4;-1;1,4;1;-9,8;171,8;-6,2;2;0,2;87,6;22,2;147,6;-4,2;-5;-0,2;47;27,2;112,6;-2,4;-0,8;0,2;85,4;31,4;103,2;left
3;-12;1;-48;9;-8;3;-2,5;0,5;-14,5;6;-19,5;2,666666667;-2,666666667;1;-33,33333333;-4,333333333;1;1;-1,25;0,5;1,25;4,5;-18;2;-1,6;0,8;-22;-2,8;7;0;2,2;0,2;14,8;2,6;-1,2;0,6;-1,4;0,6;-17,4;-6,4;17;-0,4;0,2;0;22;5,2;-8,4;0,4;-0,8;-0,2;-18,6;-7,8;21;-0,4;-0,4;-0,6;21,2;5,2;-8;2,6;29,6;5,4;-5,8;5,2;-9,6;3,2;45;1,8;262;32;253,2;16,8;36,6;-2,2;258,6;28,8;727,2;17;-1,2;-10,4;308,6;23,4;833,2;18,8;-36,4;-14;229,6;-18,8;554,6;18,4;-83,6;-20,2;105,8;0,6;279,2;16,2;-94,6;-14,6;-218,2;16,6;-311,2;1,6;-76,4;-6,4;-410,6;-4,4;-901,6;-0,4;-22;7,6;-468;-42,2;-1149,2;-6,4;23,2;11,2;-440,2;-24;-898,4;left
-9;24;15;372;105;-33;-4,5;30;15,5;199,5;24;-124,5;-9,333333333;35,33333333;8;201,6666667;8,333333333;-4,666666667;-10,5;21,5;4;136,75;28;17;-9,6;19,2;1,6;160,6;30,2;-10,2;-9,2;19,6;-1,6;116,6;37,4;104;-8,6;12;-2,8;71,8;28,6;283,6;-7,8;-1,8;-1,4;28,4;21,2;347,4;-6,4;0,4;-0,2;104,4;15,8;312,8;-4;-5,2;2;17;1;385,6;-2,8;-14,4;1,8;5;-17,2;259,4;-2,2;-13,6;-0,2;31,2;1;115;1;-6,6;-0,4;52,6;18,2;2,6;2,2;-6,8;0;-15;3,2;30,8;1;-3,6;-0,2;17;8,8;-33,8;1,2;1,2;0;-5,8;-5,8;-19;0;2,2;-0,2;4,6;-1,6;-0,4;-0,4;-0,2;0,2;-1,8;0;-4,4;0,2;2,4;0,2;1,8;-0,8;-11,4;0,8;1,2;0,2;4,8;-1,2;4,8;left
8;396;-31;1132;102;455;47;90;-3,5;439;267,5;2182,5;45,33333333;-2;-11,33333333;677;-68,66666667;1435,333333;32;-51,25;-12;369,5;-60,5;779,75;21,4;-52,4;-9,4;62,4;-50,2;311,2;19;-126;-1,8;-121,4;9;-48,2;-2,4;-82;-7,4;-249,4;-127,4;-1022,6;-17,8;-26,6;-1,2;-524;51,4;-1205,6;-12,8;23,8;7,4;-429,2;57,6;-1081;-10,8;41;6,8;-236;30,4;-765,4;-14,8;50;4,8;-197,8;-43,4;-557,2;-11,6;56,6;7;-82,2;7,8;-180,4;-11,2;34,8;4,8;41;-2,2;80,4;-9,6;19,4;2,8;-42,8;-6,6;227,8;-12,2;25;0,6;100;8,8;259;-6;12,2;4,2;-78,6;12,2;459;-9,8;6,2;2;189,6;24;309,4;-1;-3,4;4;61,2;-10,6;283,6;-6,8;1,6;-0,8;189,8;4,6;213,8;0,2;-11;2,8;56,6;9,2;201,8;left
-8;7;-8;131;13;-141;-2,5;-1,5;-4,5;30,5;38;15;1;1;0,333333333;44,33333333;1,333333333;-35,33333333;-2,25;1,25;-1,75;8;-4,75;2,75;-1;1,4;-1;34,2;11,4;-10,2;2,6;-1,6;1,4;-10,2;-4;27,8;0,4;0,6;0,6;18,8;-15,8;-18,4;-1,8;-0,4;-1,4;-11;1,6;17;1;0,4;0,4;19,2;7;-12,2;0;-0,8;-0,8;-19,8;-7,2;8,6;-1;33,4;0,6;77,2;19,4;-16,6;9;50,6;2;145,2;-12,8;332,8;17,4;48,6;-3,8;251,6;58,4;933,2;29,4;-0,8;-11,2;427,4;-34,8;1016,2;32,8;-47,8;-11;315,4;-121,6;753,4;24;-81,6;-18,6;64,6;-6,4;352,2;18,8;-104;-9,4;-112,2;73;-290,6;7;-90,8;-2,2;-324,2;-50,2;-1093,8;-14,4;-26;7,4;-538,4;55,6;-1321,8;-21,6;28,6;9,6;-427,4;117;-1106,2;left
-18;43;-4;18;-49;-69;-6;17,5;7,5;41,5;16;-44;-3,333333333;22;2,666666667;-0,333333333;-62,66666667;-29,66666667;-8;15,25;1,25;-12,5;-62,25;-5,75;-11,4;21,4;-1,2;10;-35,2;34,2;-10,2;16;2,2;61;14,4;75,2;-13,8;16,2;-1;-15;-7,8;232,6;-13,4;11,8;1,6;112,6;40,6;241,6;-8,8;8;1,8;46,8;45,6;322,8;-6,2;3,4;3,4;114,2;48,4;262;-1,6;-7,4;1,2;29,6;7,2;303,4;1,4;-5,8;2;131,8;12,2;114,8;2;-9,6;0,6;-16,6;-4,2;143,6;0,2;-4;-0,6;96;8,8;18,4;4,2;-10;0,6;-30,6;-15;60;0,6;0,2;-0,8;27;-4,2;-28;0,6;-0,6;-1,4;-18,2;-4,2;20;-0,2;1,2;-0,6;28,4;2,4;-34,4;0,4;0,8;0,2;-27,6;-4,8;22;-1,4;2;-1,2;33,6;8,4;-13;left
40;310;16;740;204;848;44,5;138;-1,5;516,5;89,5;1735,5;55,33333333;8;-13,33333333;670,3333333;-170;1657;33,5;-71,75;-12,25;288;-220,75;809;21,2;-55,2;-14,2;133,8;27;334,2;12,4;-107;-9,4;-187,6;-7,6;-103,6;-5,8;-80,8;-6,2;-236,8;33,6;-777,6;-19,6;-28,2;8,6;-443,4;160,8;-1208;-15;41,4;11;-391;159,4;-828,8;-14,4;41,4;12,4;-206,6;-35,4;-566,6;-10;31,8;5,4;-46;-49;-320,8;-3,6;13;5,2;-70,2;-82,4;-229,2;-4,6;15,6;-1,2;-75,8;-56,6;-153,6;-4,6;14,8;-1,6;4,8;-3,4;-148,4;-5,6;14,4;-0,4;-36,8;5,8;-82,6;-6,2;23,4;0,6;4;68;-85,2;-1,8;14,8;5;-2,8;-11,2;98,2;-9,8;18,2;-0,6;22,2;-14,4;284,6;-4,8;3,2;2,2;145,2;16,6;239;-0,8;5,6;3;30,8;-6,6;284,6;left
40;153;-2;-578;-2;-1103;8,5;104;-5,5;-144;-34;-136,5;-2,333333333;52,66666667;-7,333333333;86,33333333;17,33333333;75,33333333;1;19,75;-0,5;85,25;19,5;135,75;3;17,4;-0,2;-8,8;16,8;177,8;0,8;-11,8;1,2;193,8;25,4;460,8;6,2;-29,4;3,2;120,4;27,2;357,8;10,4;-25,4;4,6;45,4;-0,2;275,2;9,2;-17,4;1;9;-15,6;220;6,6;-24,4;-0,4;118;-28,6;125,4;-2;-43,2;-1,4;-50,6;-40,4;-39,4;-6,4;-30;-3,4;-46;-15,4;-183,2;-4,6;-21,8;-1,2;-89;-4,8;-288,4;-4,6;-5,6;-0,4;-89,6;8,2;-342,8;-5,8;5,8;0,6;-124,6;8,6;-344,4;-5;26,8;0,2;-35,2;19;-234,8;-1,4;21;2,6;-28;2,6;-145,4;-1,6;19,6;1,8;-14,2;-4;-47,2;-3,6;11;-0,4;10;-11,8;12;-1,2;3,6;0;18,8;9;40,8;right
-6;2;1;-22;-7;26;-2,5;-1;0;10,5;-7;18,5;0,666666667;-1,333333333;1;-0,666666667;-3,333333333;10;-0,25;-0,25;0;4,5;-1,75;10,25;-0,4;-1,4;0,4;-1,6;4;4,4;2,6;-1,4;1,4;9,2;-5,8;4,2;0,2;-2;-0,4;-8;-5,4;-4,6;-0,2;-0,2;-1,4;-2,4;0,6;-0,8;0,2;-0,6;-0,2;-6;2;-0,2;-1,2;-0,6;-0,4;-8;-5,6;-3;-3,4;30,4;-3,4;-45,6;-14,2;-170,8;-3,6;23,2;-2;8;-22,2;-84,4;-6,6;21,8;-1,2;-4,4;-6,8;4;-5;17,4;-1,2;15,4;0,6;58,2;-2,6;16,2;-0,8;23,2;14,6;125,4;-0,4;-17,8;1,8;66;41,2;329,4;3,6;-13,8;3,2;33,6;49,4;289,2;5,2;-17,2;2;41,2;27,8;212,2;7;-15,8;2,6;0,8;17,4;160;7;-18;2,6;30,4;-0,6;71,6;right
-6;22;-7;-89;8;151;-3;-19,5;-3,5;-66;-45,5;-122,5;-3,666666667;-11,33333333;-3;3;-3,333333333;-136,3333333;-2,5;-1;-2,5;-64,5;-11;-140;-1;-2,6;-1,2;-25,4;-8,8;-149;-2,8;-5,4;0;-19,2;-14,6;-191,6;-3;6,4;0,2;-27,8;4;-135;0,2;7,8;1,6;-42,8;-12,2;-119;-1,8;5,4;0,4;4,8;-9;-88,4;-3,6;6,8;-1;-24,4;-6,4;-52;-0,4;5,8;-0,4;-7,8;-1,4;-34,6;0;6,4;-0,8;6,8;1,6;-8;-1;2,2;-1;-8,8;-2,6;8,2;-0,4;-0,2;-0,2;10;5,4;8,6;1,8;0;1,2;5;-1,2;6,6;0,2;-1,8;0;-2,2;-1,4;6;0,4;-1,2;-0,2;6,4;-1,4;-3,8;0,2;1,2;-0,4;3,8;3,2;3;0,2;-1,2;0,4;-11;-0,4;-2,4;-0,2;-0,8;0;0,4;-1;4,4;right
-7;-156;-16;-27;88;-662;26;-71;4;-64;43;-740;21,33333333;-26,33333333;0,333333333;-166,3333333;-30;-625;10,75;1;-3;-155,75;-10,75;-476;11,4;20,8;2,4;-75,6;-5,8;-315,6;6,2;57,6;2,6;-77,6;-35,4;-88,8;-11,4;56,2;-4,4;-33,8;-60,8;166;-17,6;43,8;-5,6;100;1,4;337,8;-13;25,2;-1,6;133,6;15,4;439,2;-14,8;-0,2;-4,8;123,4;23;431;-5,2;-11,2;0,4;103,2;33,4;416,2;-0,8;-14,2;1,2;85,2;70,2;367,2;5,6;-21,2;3,8;35,4;45;322;9;-22,2;3,6;38,2;20,2;243;7,6;-29,2;2;-42;-4,6;140,4;4,6;-28,2;-0,8;37,6;18,4;22;5,6;-21,2;1;-24,6;-7,4;-78;5;-21,2;2,4;-17,2;-12,6;-209,6;-1,4;-10;0,4;-20,8;-15,6;-255,2;-2,8;3,8;-0,4;-12,2;-5,6;-244;right
1;15;2;94;-17;-99;-3;12;1;3;-24,5;-62,5;-3,333333333;12;0;-3;-6,333333333;-44;-1,5;8,25;0,25;7;-8;-28,75;-0,8;7,2;1,2;4,2;-8,4;-17,6;-1,8;3;-0,4;-12,4;-7;-3;0;2,4;-0,6;5;3;7,2;0,8;-0,8;0;7;-0,6;8,8;-0,2;-0,2;0,2;-1;2,8;5,6;-0,2;-0,4;-0,6;3,8;1,2;2,2;2;-33,2;-5;18,6;-10,4;-64,2;3;-41,4;-7;-41,2;30,6;-177,2;18,8;-36,6;-1,6;-45,4;58,6;-499,2;27;-11,4;4,4;-250,2;29,6;-569,4;25,8;29,2;2,2;-228,6;-24,6;-467;8;74,4;1;-115;-25,6;-240,2;-1,2;83,8;0,4;-5,4;-62,6;63,8;-22;73,8;-5,2;11,6;-81,8;501,4;-29,4;43,2;-10,4;300,8;-20;696,2;-25;-12,8;-4,4;286;54,8;647,4;right
19;-4;6;-137;-14;196;13,5;-27;5;119;14;168,5;10;-2,666666667;1,333333333;-31,33333333;-11,33333333;200,6666667;10,25;-21,25;2,25;84;-14;116,25;4,6;-20,2;0,4;32,8;-9,8;131;2,2;-30,2;-0,2;23,6;-34;16,2;-0,2;-28,2;-0,8;-44,4;-32,2;-95,4;-3,6;-27,2;-0,4;-23,4;-17;-211,4;-4,2;-13;0,4;-144,8;-24,6;-267,6;-4;2,2;0,4;-97,8;-18;-319,2;-5,8;14;0,4;-70,6;2,4;-250,4;-5,2;24,6;0,2;-63,2;2;-161,4;-2;11,8;1,4;-12,4;-8,4;-94,4;-4,2;13,8;-0,4;14,4;7,8;-13,2;0,2;3;1,4;9,8;-1,8;3;-0,6;0,2;0,2;14,8;2,2;8;-0,4;-0,6;-0,4;2,8;-3,2;8,6;0;-0,8;-0,2;-1,4;4,8;0,2;1,2;0,2;0,4;11;-0,6;5,8;-0,4;-1,4;-0,4;-12;-2;0;right
28;-167;-2;41;-85;-451;17;-98;-2,5;10;-52;-637;26,66666667;-63,66666667;-1,333333333;-59;-1;-813;24,75;-23,5;-3,5;-301;4,25;-737;21,4;42,6;-4;-306,8;-2,4;-430,2;0,2;100,6;-5,8;-59,4;-19;-123,4;-13,4;81,4;-6,8;7,2;-3,4;253,4;-23,8;71;-5,8;56;15,4;597,8;-20,2;44,4;0;320;28,2;763;-17,8;-20,2;2,6;382,2;51,4;714,8;-1;-62,8;6;150,4;67;508,8;11;-40,4;6,8;65,4;75,8;332,6;13,6;-38,8;7,2;54,8;5,4;152;6,6;-30,2;2,4;-20,2;-1,8;90,2;0;-33,4;2;3;-42;-86,8;-2,8;-10,6;-0,6;-90,4;-21,2;-143,6;0;-14,4;1;-9,4;-38,8;-234,2;-5,2;5,2;-2;-85,8;-28;-189;-4,6;-0,6;-0,4;-16,4;-16,6;-209,8;-4,4;7;-1;-63,8;3,8;-159,6;right
3;-5;2;-70;-5;-142;4,5;4;2,5;-15;-13;-116;0,666666667;10;1,333333333;-22,33333333;-19,66666667;-79,33333333;0,5;7,25;0;-13;-14,25;-54,5;0,6;6,6;-0,4;-2,2;-6,4;-38,8;-0,2;6,2;-0,2;6;-6,8;-8,4;-2;3,2;-1,2;3,2;1,2;12,6;-1,8;-0,6;-1,4;-0,4;15;7,6;-0,2;0,2;0,4;-0,6;7,2;9,8;-1,8;-1,4;0,6;-15,2;-3,2;4,8;4,4;-30,6;0,2;111,8;-10,8;4,8;5,8;-50,6;-4,2;-60,8;-3,6;-254,8;21,8;-23;1;-133,4;14;-443,2;22,6;2,8;3;-167,6;-0,2;-471,6;14,6;23,8;-0,6;-117,4;-28,6;-365,8;0,2;55;-4,2;-146,4;-12,8;-293,6;-3,8;85,6;0,8;-60,2;-13,2;67,4;-20,4;69,6;-5,2;138,6;-37,6;429,8;-27,2;33,8;-10;212;18,8;629,6;-13;-4,6;-2;232,8;65,4;585,2;right
33;-34;15;-359;-43;409;24;-24,5;5;-46;-31;226,5;17,33333333;-44,33333333;4,666666667;6,333333333;-28,33333333;173,3333333;9;-34;3,5;-38;-22,75;103,25;7;-43,2;2,8;-47,6;-48,2;-49,2;-2,2;-31,6;-1,2;29;-9,6;-158,6;-6,6;-21,6;-0,6;-96,2;-36;-244,4;-6,4;-4,6;-1;-90,6;-17;-317,8;-7;3,8;-1,4;-85,8;-22;-310,8;-6,6;21;-0,6;-73,4;17,4;-187,6;-3,8;20,2;1;-73,2;-16,2;-156,2;-2,2;13,2;1,8;12,2;12,8;-72;-3,8;11,4;1;-15,2;-2;-6;0,2;4;0,8;8;1;9,4;0;2,4;-0,2;12,6;-0,2;15,2;0,8;0,4;0,6;17;1,8;19;-0,2;-2,4;-0,4;-5,8;-2;12,4;0,6;0;-0,6;4;3,2;4,4;0,4;-2;-0,2;-1,8;1,2;2,6;-0,4;-0,6;0;2;1,8;2;right
27;-168;-3;164;-81;-504;24,5;-108;-2,5;-141;1;-788;28,33333333;-21,66666667;0,666666667;-243,3333333;-28;-737,6666667;21,5;10,25;2;-174;-41,75;-541;7,8;23,2;-1,4;-93;-24,8;-327,2;-4,4;61,4;-3;-145,6;-24;-163,2;-12,6;87,8;-2,8;3,6;-27,4;226,8;-22;52,2;-5,6;157,6;5,2;494,6;-19,6;16,2;-4,8;224,6;57,8;604,4;-7,8;-12,2;0,4;127;42,4;538,6;1,6;-25,4;3,4;168;63,4;478,6;6,8;-37,6;3,6;158,8;75,6;355,8;11,2;-46,6;6,8;12,4;21,2;136,6;7,6;-24,4;4;7,8;1,2;38;5,4;-13,8;2,4;14,6;-5,6;9,6;3,6;-15,2;1,8;-17;-32,8;-71,6;0,8;-16;0,8;-46,6;-56,8;-151,6;-1,4;4,2;-1,2;-6;-26,2;-82;-4,6;-9,8;-2,2;-74,8;-36;-147,4;-5,2;-2,2;-2,4;-21;-11;-176;right
7;-22;8;-232;-36;-178;1;7;3;-52,5;1;-137,5;5,333333333;6,333333333;5,333333333;-61;-19,33333333;-92,66666667;-1;7,75;1,5;-38,75;-14,5;-64;1,4;6,6;1;-24,6;-9,2;-44,8;-0,8;9,8;-0,4;17,6;0;-3,6;-0,2;1;-0,2;-1;-4,8;12,4;-0,2;0,6;-0,4;12;5,2;13;1,8;-1;0,6;4,6;6,8;4,8;-0,8;-2;0,6;-5,2;0,8;-2,6;2;-34,4;-1;29,4;-15,2;-122,8;12,6;-39;-0,2;-80,2;-9,2;-306;16,8;-19,6;-1;-125,8;-22,8;-454,6;18,6;0,2;-0,2;-161,6;-39,4;-486,8;11,6;21,8;-3;-167,6;-42,4;-395,2;1;70,4;-5;-134;13,8;-182;-13,6;87,4;-4,8;19;-14,2;194;-26,6;65,4;-7,8;134,2;26,8;494,8;-22,8;32,6;-4,8;206,4;70,6;673,4;-12,6;-3,2;1,4;251,8;89,4;642,6;right
24;-40;5;-72;37;278;20;-49;4,5;0,5;-27,5;39,5;12;-37,66666667;4,333333333;-3,333333333;-14,33333333;38,66666667;8,75;-18,5;2;-30,5;-19,5;4,5;10,8;-31,4;3,2;28,8;-32,2;-61,6;0,4;-16,4;1;-18,6;-47,8;-95,6;-2;-9,6;0;-68,8;-56,2;-137,2;-4,2;-4,8;-2,4;-26,6;-37;-181,6;-3,6;-10,2;-1,4;-56,4;-37;-185,6;-9;2,6;-2,8;-91,2;-9,8;-170,8;-4;2,2;-0,8;-58,2;-1;-211,6;-3;10,4;0,6;-13,4;22;-136,8;-2,4;10,6;1,2;-64,2;-8,2;-97,8;-1,8;7,4;0,8;12,4;9;-68,2;-0,6;10,8;1;-23,8;-3,4;-13;-0,2;4,4;-0,4;17,2;1,8;6,4;-1,6;-0,2;-0,6;-9;1;12;0,6;-0,2;0;14;8,4;15,6;-0,2;-1,6;0,4;-14,2;-1,4;8;-0,2;-0,2;-0,4;3;1,6;3,2;right
20;-164;3;433;-170;-284;15,5;-110,5;2,5;-152;-65,5;-684;29,33333333;-41,66666667;3,666666667;-230;-38,66666667;-759,6666667;24,5;-6,5;2,75;-168;-75,75;-643;14,4;9,4;-1,8;-160,2;-60,2;-479,6;3;70,4;-5,6;-210,6;10,6;-292;-5;87,8;-7,2;35,2;-2,2;84,4;-23,6;66,6;-7;119,2;7;465,4;-28;42;-6,2;186,8;82,6;644,8;-14;15,2;2,8;233;83,8;711,2;-6,4;-19,6;3,8;185;59;664,2;4,2;-43;7,4;154;59,8;504,6;7,8;-41;5,4;14,6;40;309,8;15,2;-45,4;6,2;60,2;8,4;148,2;3,6;-25,4;-0,8;0,8;-8,8;77,2;3,6;-39,2;2,2;-17,6;-46,6;-143,8;-6;-21,2;-1,4;-84,6;-31,2;-206,6;-1,6;-9,8;-0,6;11,4;-22,6;-256;-4,6;0,4;-1;-101,2;-39;-260,4;-6,8;-1,6;-0,6;-64,6;-14;-296,2;right
2;-15;3;-106;14;-100;2,5;5;4;-4;22;-56;3,666666667;3,333333333;4;-27,66666667;-14,33333333;-36;-0,25;3,75;1,25;-4,75;1,75;-23,5;1,6;2,2;1,2;-2;-4,2;-19,2;0,2;6,6;-0,2;26;8,6;5;-1,2;0,6;-1;0;-1;14,2;-1,8;-0,4;-1,2;13,6;9,6;11,8;1,2;-3;0;-7;-5,4;3,8;0,2;-1,2;0,2;2;3,2;2,6;5;-38,6;1,2;49,2;-31,8;-70;7,8;-40,4;-1,8;-109,6;-7;-259,4;20;-25,2;1;-79,4;-10,4;-439;19,4;-13,2;1,2;-148,2;-40,6;-520,8;16;8,8;-3;-176,6;-29,2;-508,2;8;60,8;-5,8;-243,6;8,2;-356,2;4;80,2;-4;-17,8;-29,2;-58,4;-20,6;108,4;-11,8;-121,6;-53,8;485;-26,8;51,4;-15,2;420,6;69,4;552,2;-17;-2;-1;244,2;63,8;662,6;right
22;124;3;-402;165;682;29,5;5;10,5;182,5;44;371,5;17,33333333;-4,333333333;9;-78,66666667;18;393,3333333;16,25;4,25;8,5;6,75;-12,5;300,5;13;-15,6;5,6;87,4;-46,8;195,2;-0,4;-59;2,4;-8,8;-82;-73,8;-6;-28,4;-1,6;-31,4;-41,6;-139,4;-8,4;-17,2;-3,4;-60,6;-64,8;-338,6;-10;-16,8;-4,8;-37,2;-16,6;-384,2;-12,6;6,6;-3;-174,6;8,2;-347,8;-4,4;27,6;-0,4;20,2;24,4;-236,8;-4;21,4;2,4;-116,2;-4,6;-172,4;-0,8;15,4;2,2;30,4;14;-60,2;-2,2;8,6;1,6;-46;-12,8;-16,6;-0,6;5,6;0,6;19,8;7,2;-0,8;-0,6;2,4;0;2,2;-2;20,2;-2,4;1,2;-2;5,8;5,6;15,2;0;-1,2;0;3,2;5,8;14,2;0,2;-1,2;0,2;4,8;5,6;10,4;1,6;-2,2;0,2;-6,4;-4,8;4,8;right
